bar,timestamp,equity
0,1781769240000,1000.0
50,1781778240000,1000.0
51,1781778420000,1000.0
52,1781778600000,1000.0
53,1781778780000,999.5
54,1781778960000,999.4
55,1781779140000,999.67
56,1781779320000,999.23
57,1781779500000,999.65
58,1781779680000,999.66
59,1781779860000,1000.86
60,1781780040000,999.92
61,1781780220000,999.42
62,1781780400000,1000.33
63,1781780580000,999.63
64,1781780760000,999.87
65,1781780940000,999.11
66,1781781120000,998.99
67,1781781300000,998.92
68,1781781480000,998.64
69,1781781660000,997.67
70,1781781840000,997.18
71,1781782020000,998.33
72,1781782200000,997.85
73,1781782380000,998.04
74,1781782560000,997.34
75,1781782740000,997.26
76,1781782920000,997.5
77,1781783100000,997.3
78,1781783280000,996.99
79,1781783460000,997.32
80,1781783640000,997.3
81,1781783820000,997.5
82,1781784000000,998.03
83,1781784180000,997.71
84,1781784360000,997.5
85,1781784540000,997.82
86,1781784720000,997.78
87,1781784900000,997.76
88,1781785080000,997.26
89,1781785260000,997.47
90,1781785440000,997.82
91,1781785620000,998.0
92,1781785800000,997.89
93,1781785980000,998.25
94,1781786160000,998.03
95,1781786340000,998.11
96,1781786520000,998.42
97,1781786700000,998.95
98,1781786880000,998.93
99,1781787060000,998.91
100,1781787240000,999.34
101,1781787420000,999.34
102,1781787600000,999.13
103,1781787780000,999.4
104,1781787960000,999.64
105,1781788140000,999.89
106,1781788320000,999.54
107,1781788500000,999.7
108,1781788680000,999.44
109,1781788860000,999.22
110,1781789040000,999.25
111,1781789220000,999.21
112,1781789400000,998.3
113,1781789580000,996.51
114,1781789760000,996.51
115,1781789940000,996.51
116,1781790120000,996.51
117,1781790300000,996.51
118,1781790480000,996.01
119,1781790660000,995.93
120,1781790840000,995.24
121,1781791020000,995.22
122,1781791200000,995.25
123,1781791380000,994.24
124,1781791560000,994.35
125,1781791740000,993.77
126,1781791920000,993.67
127,1781792100000,995.0
128,1781792280000,995.14
129,1781792460000,995.97
130,1781792640000,994.94
131,1781792820000,993.94
132,1781793000000,994.53
133,1781793180000,994.6
134,1781793360000,994.58
135,1781793540000,994.08
136,1781793720000,993.26
137,1781793900000,993.7
138,1781794080000,993.38
139,1781794260000,991.25
140,1781794440000,991.57
141,1781794620000,991.07
142,1781794800000,989.79
143,1781794980000,989.31
144,1781795160000,990.45
145,1781795340000,989.99
146,1781795520000,988.99
147,1781795700000,987.04
148,1781795880000,987.98
149,1781796060000,987.62
150,1781796240000,987.79
151,1781796420000,986.62
152,1781796600000,986.37
153,1781796780000,986.16
154,1781796960000,983.97
155,1781797140000,982.41
156,1781797320000,983.02
157,1781797500000,982.72
158,1781797680000,982.71
159,1781797860000,981.03
160,1781798040000,980.39
161,1781798220000,979.77
162,1781798400000,981.61
163,1781798580000,981.77
164,1781798760000,981.74
165,1781798940000,982.54
166,1781799120000,981.85
167,1781799300000,981.86
168,1781799480000,982.36
169,1781799660000,982.71
170,1781799840000,982.53
171,1781800020000,981.54
172,1781800200000,980.94
173,1781800380000,981.81
174,1781800560000,982.21
175,1781800740000,982.16
176,1781800920000,982.52
177,1781801100000,982.45
178,1781801280000,981.82
179,1781801460000,981.33
180,1781801640000,981.81
181,1781801820000,981.76
182,1781802000000,980.89
183,1781802180000,980.9
184,1781802360000,980.9
185,1781802540000,979.34
186,1781802720000,978.85
187,1781802900000,979.08
188,1781803080000,979.58
189,1781803260000,978.45
190,1781803440000,977.59
191,1781803620000,979.44
192,1781803800000,980.61
193,1781803980000,980.01
194,1781804160000,979.39
195,1781804340000,979.67
196,1781804520000,980.01
197,1781804700000,979.53
198,1781804880000,979.04
199,1781805060000,979.1
200,1781805240000,978.01
201,1781805420000,978.57
202,1781805600000,978.69
203,1781805780000,979.09
204,1781805960000,979.35
205,1781806140000,979.24
206,1781806320000,979.37
207,1781806500000,979.64
208,1781806680000,980.77
209,1781806860000,980.85
210,1781807040000,981.13
211,1781807220000,980.47
212,1781807400000,979.98
213,1781807580000,980.13
214,1781807760000,979.57
215,1781807940000,979.16
216,1781808120000,979.89
217,1781808300000,979.69
218,1781808480000,980.25
219,1781808660000,979.78
220,1781808840000,978.7
221,1781809020000,978.21
222,1781809200000,978.08
223,1781809380000,978.0
224,1781809560000,978.0
225,1781809740000,977.73
226,1781809920000,978.0
227,1781810100000,978.21
228,1781810280000,978.42
229,1781810460000,978.7
230,1781810640000,978.91
231,1781810820000,978.28
232,1781811000000,977.79
233,1781811180000,977.92
234,1781811360000,978.31
235,1781811540000,978.6
236,1781811720000,979.12
237,1781811900000,979.23
238,1781812080000,978.87
239,1781812260000,979.19
240,1781812440000,979.07
241,1781812620000,979.03
242,1781812800000,980.39
243,1781812980000,980.76
244,1781813160000,980.3
245,1781813340000,980.33
246,1781813520000,980.68
247,1781813700000,980.4
248,1781813880000,980.99
249,1781814060000,980.38
250,1781814240000,980.35
251,1781814420000,980.31
252,1781814600000,980.45
253,1781814780000,980.36
254,1781814960000,980.22
255,1781815140000,980.41
256,1781815320000,980.48
257,1781815500000,979.98
258,1781815680000,979.59
259,1781815860000,979.1
260,1781816040000,979.08
261,1781816220000,978.9
262,1781816400000,978.43
263,1781816580000,977.94
264,1781816760000,978.15
265,1781816940000,977.63
266,1781817120000,976.62
267,1781817300000,977.52
268,1781817480000,977.48
269,1781817660000,977.45
270,1781817840000,976.86
271,1781818020000,976.87
272,1781818200000,977.01
273,1781818380000,977.1
274,1781818560000,976.49
275,1781818740000,976.53
276,1781818920000,976.58
277,1781819100000,976.81
278,1781819280000,976.67
279,1781819460000,976.36
280,1781819640000,977.02
281,1781819820000,976.96
282,1781820000000,976.79
283,1781820180000,976.7
284,1781820360000,976.61
285,1781820540000,976.61
286,1781820720000,976.59
287,1781820900000,975.92
288,1781821080000,975.63
289,1781821260000,975.96
290,1781821440000,976.05
291,1781821620000,975.93
292,1781821800000,975.38
293,1781821980000,975.59
294,1781822160000,975.79
295,1781822340000,975.49
296,1781822520000,975.77
297,1781822700000,975.7
298,1781822880000,976.11
299,1781823060000,976.34
300,1781823240000,976.18
301,1781823420000,976.29
302,1781823600000,976.48
303,1781823780000,976.21
304,1781823960000,975.77
305,1781824140000,975.73
306,1781824320000,975.33
307,1781824500000,975.16
308,1781824680000,974.67
309,1781824860000,974.86
310,1781825040000,974.7
311,1781825220000,975.12
312,1781825400000,975.54
313,1781825580000,975.25
314,1781825760000,975.24
315,1781825940000,975.56
316,1781826120000,975.4
317,1781826300000,975.26
318,1781826480000,975.66
319,1781826660000,975.6
320,1781826840000,975.73
321,1781827020000,975.72
322,1781827200000,975.39
323,1781827380000,975.82
324,1781827560000,974.92
325,1781827740000,975.19
326,1781827920000,975.03
327,1781828100000,975.06
328,1781828280000,975.43
329,1781828460000,975.68
330,1781828640000,975.67
331,1781828820000,975.84
332,1781829000000,976.28
333,1781829180000,976.24
334,1781829360000,976.15
335,1781829540000,976.47
336,1781829720000,976.56
337,1781829900000,976.64
338,1781830080000,976.27
339,1781830260000,976.15
340,1781830440000,975.85
341,1781830620000,976.24
342,1781830800000,976.21
343,1781830980000,976.71
344,1781831160000,976.24
345,1781831340000,975.36
346,1781831520000,975.86
347,1781831700000,976.64
348,1781831880000,976.49
349,1781832060000,976.57
350,1781832240000,976.09
351,1781832420000,975.02
352,1781832600000,974.54
353,1781832780000,974.29
354,1781832960000,974.59
355,1781833140000,974.46
356,1781833320000,974.63
357,1781833500000,974.77
358,1781833680000,974.83
359,1781833860000,975.2
360,1781834040000,975.49
361,1781834220000,975.51
362,1781834400000,975.72
363,1781834580000,975.71
364,1781834760000,975.23
365,1781834940000,975.31
366,1781835120000,975.16
367,1781835300000,974.96
368,1781835480000,974.92
369,1781835660000,974.71
370,1781835840000,975.11
371,1781836020000,974.59
372,1781836200000,974.55
373,1781836380000,974.89
374,1781836560000,973.96
375,1781836740000,973.47
376,1781836920000,973.57
377,1781837100000,973.61
378,1781837280000,973.43
379,1781837460000,973.78
380,1781837640000,973.98
381,1781837820000,974.05
382,1781838000000,973.75
383,1781838180000,973.65
384,1781838360000,973.3
385,1781838540000,973.11
386,1781838720000,971.99
387,1781838900000,969.75
388,1781839080000,970.42
389,1781839260000,972.36
390,1781839440000,972.2
391,1781839620000,972.79
392,1781839800000,972.4
393,1781839980000,971.93
394,1781840160000,971.53
395,1781840340000,971.55
396,1781840520000,971.7
397,1781840700000,971.64
398,1781840880000,971.86
399,1781841060000,972.12
400,1781841240000,972.19
401,1781841420000,972.28
402,1781841600000,971.52
403,1781841780000,971.48
404,1781841960000,971.74
405,1781842140000,971.25
406,1781842320000,971.31
407,1781842500000,971.56
408,1781842680000,970.19
409,1781842860000,970.36
410,1781843040000,969.82
411,1781843220000,969.33
412,1781843400000,968.59
413,1781843580000,967.77
414,1781843760000,967.29
415,1781843940000,967.53
416,1781844120000,967.64
417,1781844300000,967.48
418,1781844480000,967.76
419,1781844660000,966.99
420,1781844840000,966.19
421,1781845020000,966.43
422,1781845200000,967.41
423,1781845380000,967.79
424,1781845560000,967.95
425,1781845740000,967.88
426,1781845920000,968.11
427,1781846100000,967.59
428,1781846280000,967.47
429,1781846460000,967.56
430,1781846640000,967.82
431,1781846820000,967.63
432,1781847000000,967.58
433,1781847180000,967.49
434,1781847360000,967.58
435,1781847540000,967.76
436,1781847720000,967.95
437,1781847900000,967.86
438,1781848080000,967.37
439,1781848260000,967.23
440,1781848440000,967.35
441,1781848620000,967.51
442,1781848800000,967.69
443,1781848980000,968.26
444,1781849160000,967.83
445,1781849340000,967.87
446,1781849520000,968.36
447,1781849700000,967.92
448,1781849880000,967.7
449,1781850060000,968.16
450,1781850240000,968.28
451,1781850420000,968.29
452,1781850600000,968.13
453,1781850780000,967.74
454,1781850960000,967.5
455,1781851140000,967.65
456,1781851320000,968.15
457,1781851500000,967.77
458,1781851680000,967.9
459,1781851860000,968.49
460,1781852040000,968.53
461,1781852220000,968.64
462,1781852400000,968.51
463,1781852580000,968.32
464,1781852760000,968.31
465,1781852940000,968.32
466,1781853120000,967.77
467,1781853300000,967.91
468,1781853480000,967.49
469,1781853660000,967.65
470,1781853840000,967.96
471,1781854020000,967.03
472,1781854200000,966.55
473,1781854380000,965.81
474,1781854560000,964.84
475,1781854740000,964.83
476,1781854920000,965.1
477,1781855100000,964.98
478,1781855280000,965.38
479,1781855460000,965.52
480,1781855640000,965.58
481,1781855820000,965.7
482,1781856000000,965.54
483,1781856180000,965.54
484,1781856360000,965.51
485,1781856540000,965.77
486,1781856720000,966.06
487,1781856900000,965.63
488,1781857080000,965.9
489,1781857260000,966.26
490,1781857440000,966.14
491,1781857620000,966.05
492,1781857800000,966.06
493,1781857980000,965.64
494,1781858160000,965.15
495,1781858340000,964.0
496,1781858520000,964.32
497,1781858700000,964.32
498,1781858880000,964.32
499,1781859060000,964.0
500,1781859240000,963.64
501,1781859420000,963.87
502,1781859600000,963.96
503,1781859780000,963.34
504,1781859960000,963.22
505,1781860140000,962.2
506,1781860320000,961.72
507,1781860500000,961.71
508,1781860680000,961.71
509,1781860860000,961.25
510,1781861040000,961.49
511,1781861220000,961.31
512,1781861400000,961.82
513,1781861580000,961.86
514,1781861760000,961.81
515,1781861940000,961.83
516,1781862120000,961.63
517,1781862300000,961.48
518,1781862480000,961.44
519,1781862660000,961.33
520,1781862840000,961.34
521,1781863020000,961.33
522,1781863200000,961.43
523,1781863380000,961.49
524,1781863560000,962.08
525,1781863740000,961.83
526,1781863920000,961.35
527,1781864100000,960.44
528,1781864280000,960.55
529,1781864460000,960.92
530,1781864640000,961.06
531,1781864820000,961.0
532,1781865000000,960.59
533,1781865180000,960.7
534,1781865360000,960.45
535,1781865540000,960.42
536,1781865720000,959.83
537,1781865900000,959.83
538,1781866080000,959.83
539,1781866260000,959.35
540,1781866440000,959.47
541,1781866620000,959.1
542,1781866800000,959.31
543,1781866980000,959.01
544,1781867160000,958.79
545,1781867340000,958.83
546,1781867520000,958.79
547,1781867700000,958.55
548,1781867880000,959.38
549,1781868060000,960.25
550,1781868240000,959.67
551,1781868420000,959.95
552,1781868600000,959.91
553,1781868780000,959.8
554,1781868960000,959.78
555,1781869140000,959.92
556,1781869320000,960.03
557,1781869500000,960.18
558,1781869680000,960.0
559,1781869860000,959.87
560,1781870040000,959.75
561,1781870220000,959.86
562,1781870400000,959.91
563,1781870580000,960.05
564,1781870760000,959.79
565,1781870940000,959.91
566,1781871120000,959.79
567,1781871300000,958.39
568,1781871480000,957.91
569,1781871660000,958.18
570,1781871840000,958.06
571,1781872020000,958.24
572,1781872200000,957.77
573,1781872380000,957.49
574,1781872560000,957.94
575,1781872740000,958.18
576,1781872920000,957.82
577,1781873100000,956.79
578,1781873280000,957.88
579,1781873460000,959.44
580,1781873640000,958.96
581,1781873820000,959.41
582,1781874000000,958.99
583,1781874180000,960.47
584,1781874360000,959.81
585,1781874540000,959.28
586,1781874720000,959.08
587,1781874900000,958.54
588,1781875080000,958.65
589,1781875260000,958.88
590,1781875440000,958.86
591,1781875620000,959.11
592,1781875800000,959.03
593,1781875980000,959.45
594,1781876160000,960.01
595,1781876340000,960.53
596,1781876520000,961.38
597,1781876700000,962.38
598,1781876880000,962.47
599,1781877060000,962.47
600,1781877240000,962.43
601,1781877420000,962.29
602,1781877600000,962.53
603,1781877780000,962.29
604,1781877960000,962.02
605,1781878140000,961.19
606,1781878320000,961.38
607,1781878500000,961.22
608,1781878680000,961.05
609,1781878860000,960.35
610,1781879040000,960.35
611,1781879220000,960.35
612,1781879400000,960.35
613,1781879580000,960.35
614,1781879760000,959.87
615,1781879940000,959.95
616,1781880120000,959.04
617,1781880300000,958.56
618,1781880480000,958.47
619,1781880660000,958.09
620,1781880840000,957.92
621,1781881020000,957.79
622,1781881200000,957.57
623,1781881380000,957.25
624,1781881560000,957.88
625,1781881740000,956.98
626,1781881920000,956.5
627,1781882100000,956.07
628,1781882280000,955.63
629,1781882460000,955.4
630,1781882640000,955.58
631,1781882820000,955.48
632,1781883000000,956.1
633,1781883180000,956.48
634,1781883360000,956.19
635,1781883540000,956.84
636,1781883720000,956.89
637,1781883900000,956.85
638,1781884080000,956.83
639,1781884260000,956.32
640,1781884440000,955.84
641,1781884620000,955.5
642,1781884800000,955.59
643,1781884980000,955.36
644,1781885160000,954.79
645,1781885340000,954.91
646,1781885520000,956.74
647,1781885700000,956.36
648,1781885880000,956.2
649,1781886060000,956.14
650,1781886240000,956.3
651,1781886420000,956.2
652,1781886600000,956.67
653,1781886780000,956.02
654,1781886960000,956.17
655,1781887140000,955.75
656,1781887320000,955.2
657,1781887500000,954.73
658,1781887680000,954.38
659,1781887860000,953.89
660,1781888040000,953.16
661,1781888220000,952.98
662,1781888400000,953.09
663,1781888580000,953.02
664,1781888760000,953.22
665,1781888940000,953.23
666,1781889120000,953.2
667,1781889300000,953.64
668,1781889480000,953.86
669,1781889660000,953.37
670,1781889840000,952.58
671,1781890020000,952.59
672,1781890200000,953.0
673,1781890380000,953.39
674,1781890560000,953.42
675,1781890740000,953.64
676,1781890920000,953.96
677,1781891100000,953.88
678,1781891280000,954.28
679,1781891460000,953.81
680,1781891640000,953.7
681,1781891820000,953.79
682,1781892000000,953.5
683,1781892180000,953.45
684,1781892360000,953.24
685,1781892540000,953.46
686,1781892720000,953.59
687,1781892900000,953.28
688,1781893080000,953.52
689,1781893260000,953.46
690,1781893440000,952.9
691,1781893620000,952.42
692,1781893800000,952.43
693,1781893980000,952.4
694,1781894160000,951.92
695,1781894340000,951.8
696,1781894520000,951.76
697,1781894700000,951.76
698,1781894880000,951.84
699,1781895060000,951.51
700,1781895240000,951.87
701,1781895420000,952.17
702,1781895600000,951.87
703,1781895780000,951.98
704,1781895960000,951.77
705,1781896140000,951.46
706,1781896320000,951.83
707,1781896500000,951.71
708,1781896680000,951.49
709,1781896860000,951.39
710,1781897040000,950.9
711,1781897220000,951.36
712,1781897400000,951.46
713,1781897580000,951.03
714,1781897760000,951.46
715,1781897940000,951.37
716,1781898120000,951.37
717,1781898300000,951.53
718,1781898480000,951.83
719,1781898660000,951.35
720,1781898840000,951.14
721,1781899020000,950.99
722,1781899200000,951.0
723,1781899380000,951.15
724,1781899560000,951.37
725,1781899740000,951.39
726,1781899920000,951.37
727,1781900100000,951.11
728,1781900280000,950.11
729,1781900460000,949.63
730,1781900640000,949.76
731,1781900820000,949.29
732,1781901000000,948.59
733,1781901180000,948.59
734,1781901360000,948.12
735,1781901540000,948.26
736,1781901720000,948.49
737,1781901900000,948.83
738,1781902080000,948.35
739,1781902260000,948.33
740,1781902440000,948.54
741,1781902620000,948.75
742,1781902800000,948.18
743,1781902980000,948.1
744,1781903160000,948.46
745,1781903340000,948.74
746,1781903520000,948.93
747,1781903700000,948.81
748,1781903880000,948.75
749,1781904060000,948.53
750,1781904240000,948.36
751,1781904420000,947.63
752,1781904600000,947.63
753,1781904780000,947.16
754,1781904960000,947.24
755,1781905140000,946.96
756,1781905320000,946.82
757,1781905500000,947.03
758,1781905680000,947.13
759,1781905860000,946.75
760,1781906040000,946.64
761,1781906220000,946.75
762,1781906400000,946.82
763,1781906580000,946.7
764,1781906760000,946.55
765,1781906940000,946.67
766,1781907120000,946.88
767,1781907300000,947.06
768,1781907480000,947.73
769,1781907660000,947.63
770,1781907840000,947.63
771,1781908020000,947.16
772,1781908200000,947.06
773,1781908380000,947.08
774,1781908560000,946.97
775,1781908740000,947.68
776,1781908920000,947.62
777,1781909100000,947.68
778,1781909280000,947.66
779,1781909460000,947.73
780,1781909640000,947.62
781,1781909820000,947.57
782,1781910000000,947.42
783,1781910180000,947.5
784,1781910360000,947.46
785,1781910540000,947.27
786,1781910720000,947.35
787,1781910900000,946.85
788,1781911080000,946.38
789,1781911260000,946.46
790,1781911440000,946.23
791,1781911620000,945.75
792,1781911800000,945.81
793,1781911980000,945.95
794,1781912160000,946.01
795,1781912340000,945.2
796,1781912520000,944.73
797,1781912700000,944.47
798,1781912880000,944.55
799,1781913060000,944.8
800,1781913240000,947.12
801,1781913420000,946.32
802,1781913600000,946.57
803,1781913780000,946.24
804,1781913960000,946.43
805,1781914140000,945.8
806,1781914320000,946.2
807,1781914500000,946.21
808,1781914680000,946.11
809,1781914860000,945.85
810,1781915040000,946.37
811,1781915220000,946.9
812,1781915400000,947.19
813,1781915580000,947.59
814,1781915760000,946.83
815,1781915940000,946.43
816,1781916120000,946.8
817,1781916300000,946.31
818,1781916480000,946.43
819,1781916660000,946.44
820,1781916840000,946.3
821,1781917020000,946.19
822,1781917200000,946.18
823,1781917380000,945.51
824,1781917560000,945.03
825,1781917740000,945.07
826,1781917920000,945.11
827,1781918100000,945.29
828,1781918280000,945.46
829,1781918460000,945.15
830,1781918640000,944.88
831,1781918820000,945.52
832,1781919000000,945.89
833,1781919180000,945.49
834,1781919360000,945.02
835,1781919540000,944.63
836,1781919720000,944.74
837,1781919900000,944.82
838,1781920080000,944.7
839,1781920260000,944.8
840,1781920440000,944.81
841,1781920620000,944.81
842,1781920800000,944.61
843,1781920980000,943.71
844,1781921160000,943.24
845,1781921340000,943.25
846,1781921520000,943.14
847,1781921700000,942.76
848,1781921880000,942.69
849,1781922060000,942.56
850,1781922240000,942.7
851,1781922420000,942.67
852,1781922600000,943.28
853,1781922780000,942.82
854,1781922960000,942.66
855,1781923140000,942.55
856,1781923320000,942.59
857,1781923500000,942.81
858,1781923680000,942.61
859,1781923860000,942.27
860,1781924040000,942.3
861,1781924220000,942.16
862,1781924400000,942.44
863,1781924580000,942.34
864,1781924760000,942.34
865,1781924940000,942.32
866,1781925120000,942.28
867,1781925300000,942.46
868,1781925480000,942.54
869,1781925660000,942.66
870,1781925840000,942.92
871,1781926020000,942.52
872,1781926200000,942.05
873,1781926380000,941.76
874,1781926560000,942.11
875,1781926740000,942.35
876,1781926920000,942.24
877,1781927100000,942.13
878,1781927280000,942.2
879,1781927460000,941.96
880,1781927640000,941.83
881,1781927820000,942.19
882,1781928000000,941.83
883,1781928180000,941.91
884,1781928360000,941.76
885,1781928540000,941.25
886,1781928720000,940.78
887,1781928900000,940.64
888,1781929080000,940.17
889,1781929260000,939.68
890,1781929440000,939.21
891,1781929620000,939.43
892,1781929800000,939.11
893,1781929980000,939.17
894,1781930160000,939.18
895,1781930340000,939.68
896,1781930520000,939.78
897,1781930700000,939.29
898,1781930880000,939.72
899,1781931060000,939.48
900,1781931240000,939.37
901,1781931420000,939.59
902,1781931600000,939.46
903,1781931780000,939.41
904,1781931960000,940.49
905,1781932140000,941.11
906,1781932320000,941.28
907,1781932500000,940.66
908,1781932680000,940.81
909,1781932860000,940.59
910,1781933040000,940.59
911,1781933220000,939.99
912,1781933400000,940.28
913,1781933580000,940.33
914,1781933760000,940.33
915,1781933940000,940.17
916,1781934120000,939.53
917,1781934300000,939.06
918,1781934480000,939.0
919,1781934660000,939.29
920,1781934840000,939.37
921,1781935020000,939.45
922,1781935200000,939.17
923,1781935380000,939.17
924,1781935560000,938.7
925,1781935740000,938.65
926,1781935920000,938.83
927,1781936100000,938.72
928,1781936280000,938.63
929,1781936460000,938.62
930,1781936640000,938.15
931,1781936820000,938.31
932,1781937000000,938.27
933,1781937180000,938.43
934,1781937360000,938.62
935,1781937540000,938.43
936,1781937720000,938.71
937,1781937900000,938.52
938,1781938080000,938.53
939,1781938260000,938.56
940,1781938440000,938.49
941,1781938620000,938.61
942,1781938800000,938.03
943,1781938980000,937.83
944,1781939160000,937.26
945,1781939340000,937.26
946,1781939520000,937.26
947,1781939700000,937.26
948,1781939880000,936.79
949,1781940060000,936.95
950,1781940240000,936.91
951,1781940420000,937.13
952,1781940600000,936.94
953,1781940780000,936.73
954,1781940960000,936.83
955,1781941140000,936.92
956,1781941320000,936.79
957,1781941500000,936.63
958,1781941680000,936.8
959,1781941860000,936.53
960,1781942040000,936.49
961,1781942220000,936.13
962,1781942400000,935.14
963,1781942580000,935.31
964,1781942760000,934.84
965,1781942940000,934.62
966,1781943120000,934.71
967,1781943300000,934.74
968,1781943480000,934.84
969,1781943660000,934.46
970,1781943840000,934.39
971,1781944020000,934.2
972,1781944200000,934.11
973,1781944380000,934.19
974,1781944560000,933.89
975,1781944740000,934.22
976,1781944920000,934.0
977,1781945100000,933.89
978,1781945280000,933.68
979,1781945460000,933.67
980,1781945640000,933.96
981,1781945820000,933.72
982,1781946000000,934.03
983,1781946180000,934.02
984,1781946360000,934.17
985,1781946540000,934.36
986,1781946720000,934.47
987,1781946900000,934.45
988,1781947080000,934.59
989,1781947260000,934.41
990,1781947440000,933.94
991,1781947620000,934.08
992,1781947800000,934.17
993,1781947980000,934.47
994,1781948160000,934.67
995,1781948340000,934.8
996,1781948520000,935.09
997,1781948700000,934.79
998,1781948880000,934.96
999,1781949060000,935.25
1000,1781949240000,935.77
1001,1781949420000,935.37
1002,1781949600000,935.45
1003,1781949780000,935.55
1004,1781949960000,935.37
1005,1781950140000,935.09
1006,1781950320000,935.05
1007,1781950500000,935.15
1008,1781950680000,934.8
1009,1781950860000,934.8
1010,1781951040000,934.38
1011,1781951220000,933.91
1012,1781951400000,933.72
1013,1781951580000,933.48
1014,1781951760000,933.43
1015,1781951940000,933.31
1016,1781952120000,933.35
1017,1781952300000,933.54
1018,1781952480000,933.85
1019,1781952660000,933.7
1020,1781952840000,933.82
1021,1781953020000,933.91
1022,1781953200000,933.99
1023,1781953380000,933.56
1024,1781953560000,933.5
1025,1781953740000,933.28
1026,1781953920000,932.82
1027,1781954100000,933.19
1028,1781954280000,932.8
1029,1781954460000,933.28
1030,1781954640000,933.15
1031,1781954820000,933.05
1032,1781955000000,933.07
1033,1781955180000,933.07
1034,1781955360000,933.09
1035,1781955540000,933.22
1036,1781955720000,933.22
1037,1781955900000,933.47
1038,1781956080000,933.66
1039,1781956260000,933.2
1040,1781956440000,933.14
1041,1781956620000,932.9
1042,1781956800000,933.01
